QPER,Computers and peripheral equipment,Communication equipment,Medical equipment and instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Fabricated metal products,Engines and turbines,Metalworking machinery,"Special industry machinery, n.e.c.","General industrial, including materials handling, equipment","Electrical transmission, distribution, and industrial apparatus",Light trucks (including utility vehicles),"Other trucks, buses, and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Furniture and fixtures,Agricultural machinery,Construction machinery,Mining and oilfield machinery,Service industry machinery,"Electrical equipment, n.e.c.",Other nonresidential equipment,Office,Health care,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Other commercial,Manufacturing,Power and communication,Electric,Other power,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Amusement and recreation,Air,Land,Farm,Other (L66),Housing units,1 to 4 unit,5-or more-unit,Manufactured homes,Brokers' commissions and other ownership transfer costs,Improvements,Other residential,Prepackaged,Custom,Own account,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, excluding pharmaceutical and medicine",Semiconductor and other electronic component manufacturing,"Motor vehicles, bodies and trailers, and parts manufacturing",Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other (L103)
1999Q2,96.078,98.739,32.223,17.114,10.729000000000001,3.722,11.493,5.481,29.021,34.62,44.773,21.900000000000002,53.647,34.142,41.172000000000004,28.924,2.936,7.4830000000000005,36.272,11.401,22.408,4.851,18.313,4.123,33.797000000000004,51.438,20.696,10.682,4.487,5.526,14.771,8.025,13.285,16.492,34.811,40.073,15.261000000000001,6.407,18.405,17.186,0.989,7.2490000000000006,10.4,11.46,1.345,4.996,5.059,3.496,262.184,225.887,21.993000000000002,14.304,89.848,101.206,1.2750000000000001,50.744,53.613,32.287,24.547,8.051,12.68,16.375,7.502,26.955000000000002,6.09,0.9500000000000001,8.538,12.831,20.372,6.93,8.081,2.795
1999Q3,96.078,98.739,32.223,17.114,10.729000000000001,3.722,11.493,5.481,29.021,34.62,44.773,21.900000000000002,53.647,34.142,41.172000000000004,28.924,2.936,7.4830000000000005,36.272,11.401,22.408,4.851,18.313,4.123,33.797000000000004,51.438,20.696,10.682,4.487,5.526,14.771,8.025,13.285,16.492,34.811,40.073,15.261000000000001,6.407,18.405,17.186,0.989,7.2490000000000006,10.4,11.46,1.345,4.996,5.059,3.496,262.184,225.887,21.993000000000002,14.304,89.848,101.206,1.2750000000000001,50.744,53.613,32.287,24.547,8.051,12.68,16.375,7.502,26.955000000000002,6.09,0.9500000000000001,8.538,12.831,20.372,6.93,8.081,2.795
1999Q4,96.078,98.739,32.223,17.114,10.729000000000001,3.722,11.493,5.481,29.021,34.62,44.773,21.900000000000002,53.647,34.142,41.172000000000004,28.924,2.936,7.4830000000000005,36.272,11.401,22.408,4.851,18.313,4.123,33.797000000000004,51.438,20.696,10.682,4.487,5.526,14.771,8.025,13.285,16.492,34.811,40.073,15.261000000000001,6.407,18.405,17.186,0.989,7.2490000000000006,10.4,11.46,1.345,4.996,5.059,3.496,262.184,225.887,21.993000000000002,14.304,89.848,101.206,1.2750000000000001,50.744,53.613,32.287,24.547,8.051,12.68,16.375,7.502,26.955000000000002,6.09,0.9500000000000001,8.538,12.831,20.372,6.93,8.081,2.795
2000Q1,101.659,123.32300000000001,35.211,18.387,9.838000000000001,3.857,11.946,7.101,29.8,39.335,47.631,24.976,50.715,29.573,37.851,31.601,3.46,7.134,39.214,12.75,22.94,4.771,19.046,4.3180000000000005,36.384,59.878,21.897000000000002,11.461,4.734,5.702,14.609,8.608,14.522,19.073,37.268,46.871,22.178,5.894,18.799,22.301000000000002,1.326,7.942,12.662,10.522,1.957,4.767,5.988,4.2780000000000005,274.672,240.948,22.709,11.015,92.678,109.027,1.357,56.471000000000004,63.923,36.412,28.314,8.321,14.178,16.366,7.140000000000001,27.826,7.675,1.05,8.758000000000001,16.068,21.101,7.178,8.242,2.965
2000Q2,101.659,123.32300000000001,35.211,18.387,9.838000000000001,3.857,11.946,7.101,29.8,39.335,47.631,24.976,50.715,29.573,37.851,31.601,3.46,7.134,39.214,12.75,22.94,4.771,19.046,4.3180000000000005,36.384,59.878,21.897000000000002,11.461,4.734,5.702,14.609,8.608,14.522,19.073,37.268,46.871,22.178,5.894,18.799,22.301000000000002,1.326,7.942,12.662,10.522,1.957,4.767,5.988,4.2780000000000005,274.672,240.948,22.709,11.015,92.678,109.027,1.357,56.471000000000004,63.923,36.412,28.314,8.321,14.178,16.366,7.140000000000001,27.826,7.675,1.05,8.758000000000001,16.068,21.101,7.178,8.242,2.965
2000Q3,101.659,123.32300000000001,35.211,18.387,9.838000000000001,3.857,11.946,7.101,29.8,39.335,47.631,24.976,50.715,29.573,37.851,31.601,3.46,7.134,39.214,12.75,22.94,4.771,19.046,4.3180000000000005,36.384,59.878,21.897000000000002,11.461,4.734,5.702,14.609,8.608,14.522,19.073,37.268,46.871,22.178,5.894,18.799,22.301000000000002,1.326,7.942,12.662,10.522,1.957,4.767,5.988,4.2780000000000005,274.672,240.948,22.709,11.015,92.678,109.027,1.357,56.471000000000004,63.923,36.412,28.314,8.321,14.178,16.366,7.140000000000001,27.826,7.675,1.05,8.758000000000001,16.068,21.101,7.178,8.242,2.965
2000Q4,101.659,123.32300000000001,35.211,18.387,9.838000000000001,3.857,11.946,7.101,29.8,39.335,47.631,24.976,50.715,29.573,37.851,31.601,3.46,7.134,39.214,12.75,22.94,4.771,19.046,4.3180000000000005,36.384,59.878,21.897000000000002,11.461,4.734,5.702,14.609,8.608,14.522,19.073,37.268,46.871,22.178,5.894,18.799,22.301000000000002,1.326,7.942,12.662,10.522,1.957,4.767,5.988,4.2780000000000005,274.672,240.948,22.709,11.015,92.678,109.027,1.357,56.471000000000004,63.923,36.412,28.314,8.321,14.178,16.366,7.140000000000001,27.826,7.675,1.05,8.758000000000001,16.068,21.101,7.178,8.242,2.965
2001Q1,85.72,109.102,38.464,19.288,6.738,4.782,11.88,10.797,25.397000000000002,34.924,43.77,22.974,42.373,20.973,36.408,34.626,3.216,5.424,37.113,13.745000000000001,20.532,5.541,19.899,4.662,37.861000000000004,59.518,21.955000000000002,12.733,4.001,5.22,16.207,8.676,15.532,17.52,37.494,49.803000000000004,24.186,6.021,19.596,33.261,1.2630000000000001,8.347,13.844,9.394,2.165,4.8420000000000005,5.135,3.255,286.508,253.243,24.313,8.953,101.238,115.902,1.555,58.316,63.437000000000005,35.9,29.648,8.149000000000001,16.466,15.693,7.488,25.534,8.397,1.145,8.886000000000001,15.433,21.077,7.2700000000000005,7.87,3.0380000000000003
2001Q2,85.72,109.102,38.464,19.288,6.738,4.782,11.88,10.797,25.397000000000002,34.924,43.77,22.974,42.373,20.973,36.408,34.626,3.216,5.424,37.113,13.745000000000001,20.532,5.541,19.899,4.662,37.861000000000004,59.518,21.955000000000002,12.733,4.001,5.22,16.207,8.676,15.532,17.52,37.494,49.803000000000004,24.186,6.021,19.596,33.261,1.2630000000000001,8.347,13.844,9.394,2.165,4.8420000000000005,5.135,3.255,286.508,253.243,24.313,8.953,101.238,115.902,1.555,58.316,63.437000000000005,35.9,29.648,8.149000000000001,16.466,15.693,7.488,25.534,8.397,1.145,8.886000000000001,15.433,21.077,7.2700000000000005,7.87,3.0380000000000003
2001Q3,85.72,109.102,38.464,19.288,6.738,4.782,11.88,10.797,25.397000000000002,34.924,43.77,22.974,42.373,20.973,36.408,34.626,3.216,5.424,37.113,13.745000000000001,20.532,5.541,19.899,4.662,37.861000000000004,59.518,21.955000000000002,12.733,4.001,5.22,16.207,8.676,15.532,17.52,37.494,49.803000000000004,24.186,6.021,19.596,33.261,1.2630000000000001,8.347,13.844,9.394,2.165,4.8420000000000005,5.135,3.255,286.508,253.243,24.313,8.953,101.238,115.902,1.555,58.316,63.437000000000005,35.9,29.648,8.149000000000001,16.466,15.693,7.488,25.534,8.397,1.145,8.886000000000001,15.433,21.077,7.2700000000000005,7.87,3.0380000000000003
2001Q4,85.72,109.102,38.464,19.288,6.738,4.782,11.88,10.797,25.397000000000002,34.924,43.77,22.974,42.373,20.973,36.408,34.626,3.216,5.424,37.113,13.745000000000001,20.532,5.541,19.899,4.662,37.861000000000004,59.518,21.955000000000002,12.733,4.001,5.22,16.207,8.676,15.532,17.52,37.494,49.803000000000004,24.186,6.021,19.596,33.261,1.2630000000000001,8.347,13.844,9.394,2.165,4.8420000000000005,5.135,3.255,286.508,253.243,24.313,8.953,101.238,115.902,1.555,58.316,63.437000000000005,35.9,29.648,8.149000000000001,16.466,15.693,7.488,25.534,8.397,1.145,8.886000000000001,15.433,21.077,7.2700000000000005,7.87,3.0380000000000003
2002Q1,77.526,83.735,43.785000000000004,19.747,4.5760000000000005,5.168,10.672,11.578,22.973,30.373,43.577,20.277,37.642,21.248,36.488,25.830000000000002,3.809,4.726,35.754,15.928,19.209,3.45,19.48,4.977,40.831,40.141,25.197,15.673,3.982,5.542,15.581,7.914000000000001,11.908,17.772000000000002,22.361,48.205,22.548000000000002,7.273000000000001,18.384,27.819,2.271,8.335,14.200000000000001,8.974,1.445,5.218,5.611,2.367,304.992,269.515,25.964000000000002,9.513,117.101,125.946,1.528,63.545,56.49,32.487,32.324,6.817,14.928,15.598,8.358,26.127,4.9030000000000005,1.282,9.452,15.887,23.473,7.5920000000000005,7.6610000000000005,2.998
2002Q2,77.526,83.735,43.785000000000004,19.747,4.5760000000000005,5.168,10.672,11.578,22.973,30.373,43.577,20.277,37.642,21.248,36.488,25.830000000000002,3.809,4.726,35.754,15.928,19.209,3.45,19.48,4.977,40.831,40.141,25.197,15.673,3.982,5.542,15.581,7.914000000000001,11.908,17.772000000000002,22.361,48.205,22.548000000000002,7.273000000000001,18.384,27.819,2.271,8.335,14.200000000000001,8.974,1.445,5.218,5.611,2.367,304.992,269.515,25.964000000000002,9.513,117.101,125.946,1.528,63.545,56.49,32.487,32.324,6.817,14.928,15.598,8.358,26.127,4.9030000000000005,1.282,9.452,15.887,23.473,7.5920000000000005,7.6610000000000005,2.998
2002Q3,77.526,83.735,43.785000000000004,19.747,4.5760000000000005,5.168,10.672,11.578,22.973,30.373,43.577,20.277,37.642,21.248,36.488,25.830000000000002,3.809,4.726,35.754,15.928,19.209,3.45,19.48,4.977,40.831,40.141,25.197,15.673,3.982,5.542,15.581,7.914000000000001,11.908,17.772000000000002,22.361,48.205,22.548000000000002,7.273000000000001,18.384,27.819,2.271,8.335,14.200000000000001,8.974,1.445,5.218,5.611,2.367,304.992,269.515,25.964000000000002,9.513,117.101,125.946,1.528,63.545,56.49,32.487,32.324,6.817,14.928,15.598,8.358,26.127,4.9030000000000005,1.282,9.452,15.887,23.473,7.5920000000000005,7.6610000000000005,2.998
2002Q4,77.526,83.735,43.785000000000004,19.747,4.5760000000000005,5.168,10.672,11.578,22.973,30.373,43.577,20.277,37.642,21.248,36.488,25.830000000000002,3.809,4.726,35.754,15.928,19.209,3.45,19.48,4.977,40.831,40.141,25.197,15.673,3.982,5.542,15.581,7.914000000000001,11.908,17.772000000000002,22.361,48.205,22.548000000000002,7.273000000000001,18.384,27.819,2.271,8.335,14.200000000000001,8.974,1.445,5.218,5.611,2.367,304.992,269.515,25.964000000000002,9.513,117.101,125.946,1.528,63.545,56.49,32.487,32.324,6.817,14.928,15.598,8.358,26.127,4.9030000000000005,1.282,9.452,15.887,23.473,7.5920000000000005,7.6610000000000005,2.998
2003Q1,77.64,82.21300000000001,48.458,18.817,5.227,8.028,11.805,10.273,22.743000000000002,28.787,46.893,20.482,41.617,20.818,30.12,19.089,4.222,4.375,36.49,17.445,20.503,4.439,20.379,5.212,46.345,34.637,27.257,17.146,3.281,6.83,15.4,8.369,12.345,15.942,20.991,45.968,24.086000000000002,7.426,14.456,36.208,2.074,8.559000000000001,14.341000000000001,9.338000000000001,1.105,5.338,5.103,2.72,350.668,315.099,26.991,8.579,138.171,138.197,1.7610000000000001,65.09100000000001,56.173,33.718,33.336,7.4510000000000005,15.546000000000001,16.328,8.370000000000001,28.215,4.494,1.3940000000000001,10.272,17.71,25.878,7.813,8.21,3.052
2003Q2,77.64,82.21300000000001,48.458,18.817,5.227,8.028,11.805,10.273,22.743000000000002,28.787,46.893,20.482,41.617,20.818,30.12,19.089,4.222,4.375,36.49,17.445,20.503,4.439,20.379,5.212,46.345,34.637,27.257,17.146,3.281,6.83,15.4,8.369,12.345,15.942,20.991,45.968,24.086000000000002,7.426,14.456,36.208,2.074,8.559000000000001,14.341000000000001,9.338000000000001,1.105,5.338,5.103,2.72,350.668,315.099,26.991,8.579,138.171,138.197,1.7610000000000001,65.09100000000001,56.173,33.718,33.336,7.4510000000000005,15.546000000000001,16.328,8.370000000000001,28.215,4.494,1.3940000000000001,10.272,17.71,25.878,7.813,8.21,3.052
2003Q3,77.64,82.21300000000001,48.458,18.817,5.227,8.028,11.805,10.273,22.743000000000002,28.787,46.893,20.482,41.617,20.818,30.12,19.089,4.222,4.375,36.49,17.445,20.503,4.439,20.379,5.212,46.345,34.637,27.257,17.146,3.281,6.83,15.4,8.369,12.345,15.942,20.991,45.968,24.086000000000002,7.426,14.456,36.208,2.074,8.559000000000001,14.341000000000001,9.338000000000001,1.105,5.338,5.103,2.72,350.668,315.099,26.991,8.579,138.171,138.197,1.7610000000000001,65.09100000000001,56.173,33.718,33.336,7.4510000000000005,15.546000000000001,16.328,8.370000000000001,28.215,4.494,1.3940000000000001,10.272,17.71,25.878,7.813,8.21,3.052
2003Q4,77.64,82.21300000000001,48.458,18.817,5.227,8.028,11.805,10.273,22.743000000000002,28.787,46.893,20.482,41.617,20.818,30.12,19.089,4.222,4.375,36.49,17.445,20.503,4.439,20.379,5.212,46.345,34.637,27.257,17.146,3.281,6.83,15.4,8.369,12.345,15.942,20.991,45.968,24.086000000000002,7.426,14.456,36.208,2.074,8.559000000000001,14.341000000000001,9.338000000000001,1.105,5.338,5.103,2.72,350.668,315.099,26.991,8.579,138.171,138.197,1.7610000000000001,65.09100000000001,56.173,33.718,33.336,7.4510000000000005,15.546000000000001,16.328,8.370000000000001,28.215,4.494,1.3940000000000001,10.272,17.71,25.878,7.813,8.21,3.052
2004Q1,81.748,84.932,52.605000000000004,20.551000000000002,5.18,8.337,12.571,4.933,23.219,28.477,49.646,22.895,54.007,28.603,31.5,22.327,4.829,4.901,38.545,19.736,24.365000000000002,5.465,21.849,6.251,50.147,37.422000000000004,29.57,18.174,2.825,8.571,18.828,8.232,12.074,18.387,22.911,41.746,19.603,6.675,15.468,43.59,3.568,8.153,13.604000000000001,10.119,1.039,5.713,5.485,3.2880000000000003,424.423,383.422,31.197,9.805,162.491,152.251,1.669,70.802,58.728,36.738,37.004,7.607,17.583000000000002,16.568,10.107000000000001,28.313,5.49,1.481,10.515,17.978,26.148,8.151,8.666,3.17
2004Q2,81.748,84.932,52.605000000000004,20.551000000000002,5.18,8.337,12.571,4.933,23.219,28.477,49.646,22.895,54.007,28.603,31.5,22.327,4.829,4.901,38.545,19.736,24.365000000000002,5.465,21.849,6.251,50.147,37.422000000000004,29.57,18.174,2.825,8.571,18.828,8.232,12.074,18.387,22.911,41.746,19.603,6.675,15.468,43.59,3.568,8.153,13.604000000000001,10.119,1.039,5.713,5.485,3.2880000000000003,424.423,383.422,31.197,9.805,162.491,152.251,1.669,70.802,58.728,36.738,37.004,7.607,17.583000000000002,16.568,10.107000000000001,28.313,5.49,1.481,10.515,17.978,26.148,8.151,8.666,3.17
2004Q3,81.748,84.932,52.605000000000004,20.551000000000002,5.18,8.337,12.571,4.933,23.219,28.477,49.646,22.895,54.007,28.603,31.5,22.327,4.829,4.901,38.545,19.736,24.365000000000002,5.465,21.849,6.251,50.147,37.422000000000004,29.57,18.174,2.825,8.571,18.828,8.232,12.074,18.387,22.911,41.746,19.603,6.675,15.468,43.59,3.568,8.153,13.604000000000001,10.119,1.039,5.713,5.485,3.2880000000000003,424.423,383.422,31.197,9.805,162.491,152.251,1.669,70.802,58.728,36.738,37.004,7.607,17.583000000000002,16.568,10.107000000000001,28.313,5.49,1.481,10.515,17.978,26.148,8.151,8.666,3.17
2004Q4,81.748,84.932,52.605000000000004,20.551000000000002,5.18,8.337,12.571,4.933,23.219,28.477,49.646,22.895,54.007,28.603,31.5,22.327,4.829,4.901,38.545,19.736,24.365000000000002,5.465,21.849,6.251,50.147,37.422000000000004,29.57,18.174,2.825,8.571,18.828,8.232,12.074,18.387,22.911,41.746,19.603,6.675,15.468,43.59,3.568,8.153,13.604000000000001,10.119,1.039,5.713,5.485,3.2880000000000003,424.423,383.422,31.197,9.805,162.491,152.251,1.669,70.802,58.728,36.738,37.004,7.607,17.583000000000002,16.568,10.107000000000001,28.313,5.49,1.481,10.515,17.978,26.148,8.151,8.666,3.17
2005Q1,81.632,86.509,61.213,21.652,4.868,8.489,14.421000000000001,5.812,26.087,30.576,57.302,25.402,63.132,34.798,37.028,21.695,4.755,6.9670000000000005,42.358000000000004,21.62,31.393,7.966,24.248,5.977,55.699,42.639,32.072,20.541,2.491,9.040000000000001,22.75,7.795,12.827,17.362000000000002,28.245,48.042,22.663,6.533,18.846,64.349,4.966,7.715,13.912,9.01,0.909,6.1690000000000005,5.854,3.125,492.086,440.44800000000004,38.923,12.716000000000001,185.232,167.744,1.537,75.105,65.809,37.719,40.08,8.06,18.798000000000002,17.017,11.766,31.594,5.957,1.668,10.712,18.944,30.505,8.72,8.393,3.273
2005Q2,81.632,86.509,61.213,21.652,4.868,8.489,14.421000000000001,5.812,26.087,30.576,57.302,25.402,63.132,34.798,37.028,21.695,4.755,6.9670000000000005,42.358000000000004,21.62,31.393,7.966,24.248,5.977,55.699,42.639,32.072,20.541,2.491,9.040000000000001,22.75,7.795,12.827,17.362000000000002,28.245,48.042,22.663,6.533,18.846,64.349,4.966,7.715,13.912,9.01,0.909,6.1690000000000005,5.854,3.125,492.086,440.44800000000004,38.923,12.716000000000001,185.232,167.744,1.537,75.105,65.809,37.719,40.08,8.06,18.798000000000002,17.017,11.766,31.594,5.957,1.668,10.712,18.944,30.505,8.72,8.393,3.273
2005Q3,81.632,86.509,61.213,21.652,4.868,8.489,14.421000000000001,5.812,26.087,30.576,57.302,25.402,63.132,34.798,37.028,21.695,4.755,6.9670000000000005,42.358000000000004,21.62,31.393,7.966,24.248,5.977,55.699,42.639,32.072,20.541,2.491,9.040000000000001,22.75,7.795,12.827,17.362000000000002,28.245,48.042,22.663,6.533,18.846,64.349,4.966,7.715,13.912,9.01,0.909,6.1690000000000005,5.854,3.125,492.086,440.44800000000004,38.923,12.716000000000001,185.232,167.744,1.537,75.105,65.809,37.719,40.08,8.06,18.798000000000002,17.017,11.766,31.594,5.957,1.668,10.712,18.944,30.505,8.72,8.393,3.273
2005Q4,81.632,86.509,61.213,21.652,4.868,8.489,14.421000000000001,5.812,26.087,30.576,57.302,25.402,63.132,34.798,37.028,21.695,4.755,6.9670000000000005,42.358000000000004,21.62,31.393,7.966,24.248,5.977,55.699,42.639,32.072,20.541,2.491,9.040000000000001,22.75,7.795,12.827,17.362000000000002,28.245,48.042,22.663,6.533,18.846,64.349,4.966,7.715,13.912,9.01,0.909,6.1690000000000005,5.854,3.125,492.086,440.44800000000004,38.923,12.716000000000001,185.232,167.744,1.537,75.105,65.809,37.719,40.08,8.06,18.798000000000002,17.017,11.766,31.594,5.957,1.668,10.712,18.944,30.505,8.72,8.393,3.273
2006Q1,89.671,95.953,63.953,22.937,4.236,8.809000000000001,17.265,7.441,27.581,33.413000000000004,62.813,30.045,69.72500000000001,38.424,41.622,20.824,4.465,8.393,43.709,20.596,36.655,12.337,25.166,5.976,59.419000000000004,52.147,36.035000000000004,24.665,3.306,8.064,29.219,7.442,14.49,16.262,31.966,55.776,26.231,7.359,22.187,87.917,8.005,7.74,14.601,11.192,0.889,7.694,5.817,3.991,477.38,422.176,44.017,11.187,170.231,178.45000000000002,2.065,76.96900000000001,73.301,39.275,44.771,8.422,18.808,17.433,12.594,33.836,6.446,1.885,10.994,20.06,31.11,8.643,8.127,3.257
2006Q2,89.671,95.953,63.953,22.937,4.236,8.809000000000001,17.265,7.441,27.581,33.413000000000004,62.813,30.045,69.72500000000001,38.424,41.622,20.824,4.465,8.393,43.709,20.596,36.655,12.337,25.166,5.976,59.419000000000004,52.147,36.035000000000004,24.665,3.306,8.064,29.219,7.442,14.49,16.262,31.966,55.776,26.231,7.359,22.187,87.917,8.005,7.74,14.601,11.192,0.889,7.694,5.817,3.991,477.38,422.176,44.017,11.187,170.231,178.45000000000002,2.065,76.96900000000001,73.301,39.275,44.771,8.422,18.808,17.433,12.594,33.836,6.446,1.885,10.994,20.06,31.11,8.643,8.127,3.257
2006Q3,89.671,95.953,63.953,22.937,4.236,8.809000000000001,17.265,7.441,27.581,33.413000000000004,62.813,30.045,69.72500000000001,38.424,41.622,20.824,4.465,8.393,43.709,20.596,36.655,12.337,25.166,5.976,59.419000000000004,52.147,36.035000000000004,24.665,3.306,8.064,29.219,7.442,14.49,16.262,31.966,55.776,26.231,7.359,22.187,87.917,8.005,7.74,14.601,11.192,0.889,7.694,5.817,3.991,477.38,422.176,44.017,11.187,170.231,178.45000000000002,2.065,76.96900000000001,73.301,39.275,44.771,8.422,18.808,17.433,12.594,33.836,6.446,1.885,10.994,20.06,31.11,8.643,8.127,3.257
2006Q4,89.671,95.953,63.953,22.937,4.236,8.809000000000001,17.265,7.441,27.581,33.413000000000004,62.813,30.045,69.72500000000001,38.424,41.622,20.824,4.465,8.393,43.709,20.596,36.655,12.337,25.166,5.976,59.419000000000004,52.147,36.035000000000004,24.665,3.306,8.064,29.219,7.442,14.49,16.262,31.966,55.776,26.231,7.359,22.187,87.917,8.005,7.74,14.601,11.192,0.889,7.694,5.817,3.991,477.38,422.176,44.017,11.187,170.231,178.45000000000002,2.065,76.96900000000001,73.301,39.275,44.771,8.422,18.808,17.433,12.594,33.836,6.446,1.885,10.994,20.06,31.11,8.643,8.127,3.257
2007Q1,92.424,106.156,72.312,26.044,6.534,4.406,19.778,11.392,28.46,34.844,63.808,32.69,62.910000000000004,29.834,42.918,27.616,5.955,9.102,41.865,21.155,35.567,17.273,26.46,5.249,60.589,61.119,40.055,27.613,3.46,8.983,34.751,8.046,16.909,19.338,39.601,81.346,41.203,12.655000000000001,27.488,94.639,7.354,7.522,17.149,12.233,1.0010000000000001,7.862,6.292,4.432,360.073,308.32800000000003,41.836,9.909,140.018,177.629,2.9,80.372,82.443,43.575,55.6,9.088000000000001,19.148,16.912,14.115,35.75,7.494,2.083,11.449,19.958000000000002,30.415,9.051,7.805000000000001,3.181
2007Q2,92.424,106.156,72.312,26.044,6.534,4.406,19.778,11.392,28.46,34.844,63.808,32.69,62.910000000000004,29.834,42.918,27.616,5.955,9.102,41.865,21.155,35.567,17.273,26.46,5.249,60.589,61.119,40.055,27.613,3.46,8.983,34.751,8.046,16.909,19.338,39.601,81.346,41.203,12.655000000000001,27.488,94.639,7.354,7.522,17.149,12.233,1.0010000000000001,7.862,6.292,4.432,360.073,308.32800000000003,41.836,9.909,140.018,177.629,2.9,80.372,82.443,43.575,55.6,9.088000000000001,19.148,16.912,14.115,35.75,7.494,2.083,11.449,19.958000000000002,30.415,9.051,7.805000000000001,3.181
2007Q3,92.424,106.156,72.312,26.044,6.534,4.406,19.778,11.392,28.46,34.844,63.808,32.69,62.910000000000004,29.834,42.918,27.616,5.955,9.102,41.865,21.155,35.567,17.273,26.46,5.249,60.589,61.119,40.055,27.613,3.46,8.983,34.751,8.046,16.909,19.338,39.601,81.346,41.203,12.655000000000001,27.488,94.639,7.354,7.522,17.149,12.233,1.0010000000000001,7.862,6.292,4.432,360.073,308.32800000000003,41.836,9.909,140.018,177.629,2.9,80.372,82.443,43.575,55.6,9.088000000000001,19.148,16.912,14.115,35.75,7.494,2.083,11.449,19.958000000000002,30.415,9.051,7.805000000000001,3.181
2007Q4,92.424,106.156,72.312,26.044,6.534,4.406,19.778,11.392,28.46,34.844,63.808,32.69,62.910000000000004,29.834,42.918,27.616,5.955,9.102,41.865,21.155,35.567,17.273,26.46,5.249,60.589,61.119,40.055,27.613,3.46,8.983,34.751,8.046,16.909,19.338,39.601,81.346,41.203,12.655000000000001,27.488,94.639,7.354,7.522,17.149,12.233,1.0010000000000001,7.862,6.292,4.432,360.073,308.32800000000003,41.836,9.909,140.018,177.629,2.9,80.372,82.443,43.575,55.6,9.088000000000001,19.148,16.912,14.115,35.75,7.494,2.083,11.449,19.958000000000002,30.415,9.051,7.805000000000001,3.181
2008Q1,90.638,100.08,73.22500000000001,26.593,7.378,5.046,22.292,12.531,29.008,32.875,62.684000000000005,31.833000000000002,36.537,24.845,30.421,30.372,7.44,9.368,41.204,24.663,38.362,19.031,25.441,5.501,59.334,63.029,43.262,28.781000000000002,4.08,10.401,31.964000000000002,8.029,16.708000000000002,17.315,52.335,94.621,51.835,16.443,26.343,113.09400000000001,7.011,7.197,18.25,12.611,0.918,8.868,8.406,3.966,233.859,186.469,39.047000000000004,8.343,105.33,163.44400000000002,3.791,86.94,91.127,45.766,58.045,11.254,22.731,13.798,13.884,33.914,9.606,2.236,13.356,17.35,28.899,9.06,7.663,3.361
2008Q2,90.638,100.08,73.22500000000001,26.593,7.378,5.046,22.292,12.531,29.008,32.875,62.684000000000005,31.833000000000002,36.537,24.845,30.421,30.372,7.44,9.368,41.204,24.663,38.362,19.031,25.441,5.501,59.334,63.029,43.262,28.781000000000002,4.08,10.401,31.964000000000002,8.029,16.708000000000002,17.315,52.335,94.621,51.835,16.443,26.343,113.09400000000001,7.011,7.197,18.25,12.611,0.918,8.868,8.406,3.966,233.859,186.469,39.047000000000004,8.343,105.33,163.44400000000002,3.791,86.94,91.127,45.766,58.045,11.254,22.731,13.798,13.884,33.914,9.606,2.236,13.356,17.35,28.899,9.06,7.663,3.361
2008Q3,90.638,100.08,73.22500000000001,26.593,7.378,5.046,22.292,12.531,29.008,32.875,62.684000000000005,31.833000000000002,36.537,24.845,30.421,30.372,7.44,9.368,41.204,24.663,38.362,19.031,25.441,5.501,59.334,63.029,43.262,28.781000000000002,4.08,10.401,31.964000000000002,8.029,16.708000000000002,17.315,52.335,94.621,51.835,16.443,26.343,113.09400000000001,7.011,7.197,18.25,12.611,0.918,8.868,8.406,3.966,233.859,186.469,39.047000000000004,8.343,105.33,163.44400000000002,3.791,86.94,91.127,45.766,58.045,11.254,22.731,13.798,13.884,33.914,9.606,2.236,13.356,17.35,28.899,9.06,7.663,3.361
2008Q4,90.638,100.08,73.22500000000001,26.593,7.378,5.046,22.292,12.531,29.008,32.875,62.684000000000005,31.833000000000002,36.537,24.845,30.421,30.372,7.44,9.368,41.204,24.663,38.362,19.031,25.441,5.501,59.334,63.029,43.262,28.781000000000002,4.08,10.401,31.964000000000002,8.029,16.708000000000002,17.315,52.335,94.621,51.835,16.443,26.343,113.09400000000001,7.011,7.197,18.25,12.611,0.918,8.868,8.406,3.966,233.859,186.469,39.047000000000004,8.343,105.33,163.44400000000002,3.791,86.94,91.127,45.766,58.045,11.254,22.731,13.798,13.884,33.914,9.606,2.236,13.356,17.35,28.899,9.06,7.663,3.361
