QPER,Computers and peripheral equipment,Communication equipment,Medical equipment and instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Fabricated metal products,Engines and turbines,Metalworking machinery,"Special industry machinery, n.e.c.","General industrial, including materials handling, equipment","Electrical transmission, distribution, and industrial apparatus",Light trucks (including utility vehicles),"Other trucks, buses, and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Furniture and fixtures,Agricultural machinery,Construction machinery,Mining and oilfield machinery,Service industry machinery,"Electrical equipment, n.e.c.",Other nonresidential equipment,Office,Health care,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Other commercial,Manufacturing,Power and communication,Electric,Other power,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Amusement and recreation,Air,Land,Farm,Other (L66),Housing units,1 to 4 unit,5-or more-unit,Manufactured homes,Brokers' commissions and other ownership transfer costs,Improvements,Other residential,Prepackaged,Custom,Own account,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, excluding pharmaceutical and medicine",Semiconductor and other electronic component manufacturing,"Motor vehicles, bodies and trailers, and parts manufacturing",Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other (L103)
1979Q4,10.163,20.292,4.797,4.413,5.5,5.1850000000000005,8.777000000000001,1.877,11.572000000000001,9.365,17.188,7.383,7.995,13.713000000000001,13.963000000000001,6.897,3.215,5.7250000000000005,7.987,12.749,10.884,3.884,5.921,2.063,8.639,11.215,5.9350000000000005,3.72,0.894,1.321,5.952,3.214,2.685,4.453,22.001,19.843,9.517,3.443,6.883,17.657,1.357,1.748,1.088,2.5060000000000002,0.226,2.923,5.789,1.431,93.851,75.876,12.871,5.104,20.523,30.234,0.066,0.892,2.914,4.329,1.598,2.846,0.762,4.206,2.592,8.15,0.0,0.17200000000000001,1.79,2.348,4.477,1.62,1.7710000000000001,0.662
1980Q1,12.522,24.231,5.197,4.925,6.3580000000000005,5.7010000000000005,9.181000000000001,1.93,13.269,10.483,17.97,7.91,6.227,10.742,11.773,7.855,3.46,5.556,9.017,11.6,9.4,4.498,6.457,2.466,8.843,15.679,7.277,4.355,1.047,1.875,6.542,3.533,2.951,4.924,20.482,22.126,10.179,4.222,7.7250000000000005,25.569,1.786,1.9180000000000001,1.585,2.87,0.265,2.956,5.213,1.491,73.558,56.160000000000004,12.794,4.604,18.342,34.145,0.099,1.188,3.611,5.037,1.85,3.215,1.228,4.731,3.1670000000000003,9.417,0.0,0.193,1.998,1.997,4.038,1.78,1.774,0.751
1980Q2,12.522,24.231,5.197,4.925,6.3580000000000005,5.7010000000000005,9.181000000000001,1.93,13.269,10.483,17.97,7.91,6.227,10.742,11.773,7.855,3.46,5.556,9.017,11.6,9.4,4.498,6.457,2.466,8.843,15.679,7.277,4.355,1.047,1.875,6.542,3.533,2.951,4.924,20.482,22.126,10.179,4.222,7.7250000000000005,25.569,1.786,1.9180000000000001,1.585,2.87,0.265,2.956,5.213,1.491,73.558,56.160000000000004,12.794,4.604,18.342,34.145,0.099,1.188,3.611,5.037,1.85,3.215,1.228,4.731,3.1670000000000003,9.417,0.0,0.193,1.998,1.997,4.038,1.78,1.774,0.751
1980Q3,12.522,24.231,5.197,4.925,6.3580000000000005,5.7010000000000005,9.181000000000001,1.93,13.269,10.483,17.97,7.91,6.227,10.742,11.773,7.855,3.46,5.556,9.017,11.6,9.4,4.498,6.457,2.466,8.843,15.679,7.277,4.355,1.047,1.875,6.542,3.533,2.951,4.924,20.482,22.126,10.179,4.222,7.7250000000000005,25.569,1.786,1.9180000000000001,1.585,2.87,0.265,2.956,5.213,1.491,73.558,56.160000000000004,12.794,4.604,18.342,34.145,0.099,1.188,3.611,5.037,1.85,3.215,1.228,4.731,3.1670000000000003,9.417,0.0,0.193,1.998,1.997,4.038,1.78,1.774,0.751
1980Q4,12.522,24.231,5.197,4.925,6.3580000000000005,5.7010000000000005,9.181000000000001,1.93,13.269,10.483,17.97,7.91,6.227,10.742,11.773,7.855,3.46,5.556,9.017,11.6,9.4,4.498,6.457,2.466,8.843,15.679,7.277,4.355,1.047,1.875,6.542,3.533,2.951,4.924,20.482,22.126,10.179,4.222,7.7250000000000005,25.569,1.786,1.9180000000000001,1.585,2.87,0.265,2.956,5.213,1.491,73.558,56.160000000000004,12.794,4.604,18.342,34.145,0.099,1.188,3.611,5.037,1.85,3.215,1.228,4.731,3.1670000000000003,9.417,0.0,0.193,1.998,1.997,4.038,1.78,1.774,0.751
1981Q1,17.128,27.191,6.319,5.601,7.245,6.135,9.883000000000001,2.335,14.104000000000001,11.336,18.968,8.859,6.603,11.394,14.614,7.518,4.4510000000000005,3.529,9.963000000000001,12.611,9.727,7.640000000000001,6.97,2.807,9.668000000000001,20.459,9.109,5.347,1.285,2.477,6.757000000000001,3.649,3.048,5.167,25.362000000000002,23.429000000000002,10.502,4.768,8.159,39.928000000000004,2.499,2.025,1.707,3.123,0.28600000000000003,3.091,4.713,1.683,73.606,55.451,13.219,4.936,16.453,34.606,0.202,1.639,4.567,5.639,2.176,3.564,1.278,4.686,3.802,11.694,0.0,0.224,2.311,2.919,5.546,1.961,1.976,0.844
1981Q2,17.128,27.191,6.319,5.601,7.245,6.135,9.883000000000001,2.335,14.104000000000001,11.336,18.968,8.859,6.603,11.394,14.614,7.518,4.4510000000000005,3.529,9.963000000000001,12.611,9.727,7.640000000000001,6.97,2.807,9.668000000000001,20.459,9.109,5.347,1.285,2.477,6.757000000000001,3.649,3.048,5.167,25.362000000000002,23.429000000000002,10.502,4.768,8.159,39.928000000000004,2.499,2.025,1.707,3.123,0.28600000000000003,3.091,4.713,1.683,73.606,55.451,13.219,4.936,16.453,34.606,0.202,1.639,4.567,5.639,2.176,3.564,1.278,4.686,3.802,11.694,0.0,0.224,2.311,2.919,5.546,1.961,1.976,0.844
1981Q3,17.128,27.191,6.319,5.601,7.245,6.135,9.883000000000001,2.335,14.104000000000001,11.336,18.968,8.859,6.603,11.394,14.614,7.518,4.4510000000000005,3.529,9.963000000000001,12.611,9.727,7.640000000000001,6.97,2.807,9.668000000000001,20.459,9.109,5.347,1.285,2.477,6.757000000000001,3.649,3.048,5.167,25.362000000000002,23.429000000000002,10.502,4.768,8.159,39.928000000000004,2.499,2.025,1.707,3.123,0.28600000000000003,3.091,4.713,1.683,73.606,55.451,13.219,4.936,16.453,34.606,0.202,1.639,4.567,5.639,2.176,3.564,1.278,4.686,3.802,11.694,0.0,0.224,2.311,2.919,5.546,1.961,1.976,0.844
1981Q4,17.128,27.191,6.319,5.601,7.245,6.135,9.883000000000001,2.335,14.104000000000001,11.336,18.968,8.859,6.603,11.394,14.614,7.518,4.4510000000000005,3.529,9.963000000000001,12.611,9.727,7.640000000000001,6.97,2.807,9.668000000000001,20.459,9.109,5.347,1.285,2.477,6.757000000000001,3.649,3.048,5.167,25.362000000000002,23.429000000000002,10.502,4.768,8.159,39.928000000000004,2.499,2.025,1.707,3.123,0.28600000000000003,3.091,4.713,1.683,73.606,55.451,13.219,4.936,16.453,34.606,0.202,1.639,4.567,5.639,2.176,3.564,1.278,4.686,3.802,11.694,0.0,0.224,2.311,2.919,5.546,1.961,1.976,0.844
1982Q1,18.871,28.857,8.256,6.126,7.37,4.739,9.548,1.973,12.166,11.881,18.079,9.022,6.46,11.169,14.684000000000001,6.864,3.129,2.191,11.043000000000001,9.513,6.527,5.5520000000000005,7.345,2.36,10.929,26.755,12.481,7.415,1.782,3.2840000000000003,5.971,3.224,2.694,4.596,26.043,22.52,9.984,4.082,8.454,42.654,2.064,1.945,1.936,3.735,0.34700000000000003,2.971,3.757,1.8900000000000001,60.968,43.877,12.281,4.8100000000000005,14.307,31.621000000000002,0.263,1.946,4.938,7.156000000000001,2.607,3.839,1.415,4.751,4.439,13.465,0.0,0.256,2.509,3.044,6.0,2.1710000000000003,1.75,0.894
1982Q2,18.871,28.857,8.256,6.126,7.37,4.739,9.548,1.973,12.166,11.881,18.079,9.022,6.46,11.169,14.684000000000001,6.864,3.129,2.191,11.043000000000001,9.513,6.527,5.5520000000000005,7.345,2.36,10.929,26.755,12.481,7.415,1.782,3.2840000000000003,5.971,3.224,2.694,4.596,26.043,22.52,9.984,4.082,8.454,42.654,2.064,1.945,1.936,3.735,0.34700000000000003,2.971,3.757,1.8900000000000001,60.968,43.877,12.281,4.8100000000000005,14.307,31.621000000000002,0.263,1.946,4.938,7.156000000000001,2.607,3.839,1.415,4.751,4.439,13.465,0.0,0.256,2.509,3.044,6.0,2.1710000000000003,1.75,0.894
1982Q3,18.871,28.857,8.256,6.126,7.37,4.739,9.548,1.973,12.166,11.881,18.079,9.022,6.46,11.169,14.684000000000001,6.864,3.129,2.191,11.043000000000001,9.513,6.527,5.5520000000000005,7.345,2.36,10.929,26.755,12.481,7.415,1.782,3.2840000000000003,5.971,3.224,2.694,4.596,26.043,22.52,9.984,4.082,8.454,42.654,2.064,1.945,1.936,3.735,0.34700000000000003,2.971,3.757,1.8900000000000001,60.968,43.877,12.281,4.8100000000000005,14.307,31.621000000000002,0.263,1.946,4.938,7.156000000000001,2.607,3.839,1.415,4.751,4.439,13.465,0.0,0.256,2.509,3.044,6.0,2.1710000000000003,1.75,0.894
1982Q4,18.871,28.857,8.256,6.126,7.37,4.739,9.548,1.973,12.166,11.881,18.079,9.022,6.46,11.169,14.684000000000001,6.864,3.129,2.191,11.043000000000001,9.513,6.527,5.5520000000000005,7.345,2.36,10.929,26.755,12.481,7.415,1.782,3.2840000000000003,5.971,3.224,2.694,4.596,26.043,22.52,9.984,4.082,8.454,42.654,2.064,1.945,1.936,3.735,0.34700000000000003,2.971,3.757,1.8900000000000001,60.968,43.877,12.281,4.8100000000000005,14.307,31.621000000000002,0.263,1.946,4.938,7.156000000000001,2.607,3.839,1.415,4.751,4.439,13.465,0.0,0.256,2.509,3.044,6.0,2.1710000000000003,1.75,0.894
1983Q1,23.891000000000002,29.508,9.126,6.319,7.272,7.5680000000000005,9.145,1.7690000000000001,9.324,12.378,16.812,9.451,7.585,13.088000000000001,19.682000000000002,7.03,1.934,1.495,12.162,8.456,7.2700000000000005,3.2,7.646,2.467,10.842,24.674,13.388,8.363,2.0100000000000002,3.016,6.423,3.468,2.898,4.885,19.394000000000002,19.526,9.038,2.9130000000000003,7.575,28.414,1.539,2.27,2.1270000000000002,4.24,0.392,2.984,3.279,2.1750000000000003,100.532,76.691,17.575,6.266,21.743000000000002,34.29,0.328,2.649,5.724,8.011000000000001,3.053,4.051,1.9080000000000001,5.259,5.087,14.265,0.0,0.268,2.6790000000000003,3.424,7.042,2.335,1.553,0.991
1983Q2,23.891000000000002,29.508,9.126,6.319,7.272,7.5680000000000005,9.145,1.7690000000000001,9.324,12.378,16.812,9.451,7.585,13.088000000000001,19.682000000000002,7.03,1.934,1.495,12.162,8.456,7.2700000000000005,3.2,7.646,2.467,10.842,24.674,13.388,8.363,2.0100000000000002,3.016,6.423,3.468,2.898,4.885,19.394000000000002,19.526,9.038,2.9130000000000003,7.575,28.414,1.539,2.27,2.1270000000000002,4.24,0.392,2.984,3.279,2.1750000000000003,100.532,76.691,17.575,6.266,21.743000000000002,34.29,0.328,2.649,5.724,8.011000000000001,3.053,4.051,1.9080000000000001,5.259,5.087,14.265,0.0,0.268,2.6790000000000003,3.424,7.042,2.335,1.553,0.991
1983Q3,23.891000000000002,29.508,9.126,6.319,7.272,7.5680000000000005,9.145,1.7690000000000001,9.324,12.378,16.812,9.451,7.585,13.088000000000001,19.682000000000002,7.03,1.934,1.495,12.162,8.456,7.2700000000000005,3.2,7.646,2.467,10.842,24.674,13.388,8.363,2.0100000000000002,3.016,6.423,3.468,2.898,4.885,19.394000000000002,19.526,9.038,2.9130000000000003,7.575,28.414,1.539,2.27,2.1270000000000002,4.24,0.392,2.984,3.279,2.1750000000000003,100.532,76.691,17.575,6.266,21.743000000000002,34.29,0.328,2.649,5.724,8.011000000000001,3.053,4.051,1.9080000000000001,5.259,5.087,14.265,0.0,0.268,2.6790000000000003,3.424,7.042,2.335,1.553,0.991
1983Q4,23.891000000000002,29.508,9.126,6.319,7.272,7.5680000000000005,9.145,1.7690000000000001,9.324,12.378,16.812,9.451,7.585,13.088000000000001,19.682000000000002,7.03,1.934,1.495,12.162,8.456,7.2700000000000005,3.2,7.646,2.467,10.842,24.674,13.388,8.363,2.0100000000000002,3.016,6.423,3.468,2.898,4.885,19.394000000000002,19.526,9.038,2.9130000000000003,7.575,28.414,1.539,2.27,2.1270000000000002,4.24,0.392,2.984,3.279,2.1750000000000003,100.532,76.691,17.575,6.266,21.743000000000002,34.29,0.328,2.649,5.724,8.011000000000001,3.053,4.051,1.9080000000000001,5.259,5.087,14.265,0.0,0.268,2.6790000000000003,3.424,7.042,2.335,1.553,0.991
1984Q1,31.609,34.021,10.1,7.776,9.083,8.59,8.684000000000001,1.935,11.31,14.405000000000001,20.311,11.495000000000001,10.265,17.708000000000002,21.881,6.416,1.711,2.232,14.491,9.121,9.946,2.815,9.128,2.757,11.773,31.031000000000002,13.925,8.185,1.968,3.7720000000000002,9.296,5.019,4.194,7.009,20.830000000000002,22.791,11.777000000000001,3.044,7.97,29.521,1.72,2.719,2.257,5.417,0.5,3.5580000000000003,3.2560000000000002,2.823,120.008,91.434,22.228,6.346,25.216,40.024,0.401,3.97,6.719,9.673,3.49,4.42,2.482,5.936,6.039,16.045,0.0,0.298,2.841,3.962,8.048,2.608,2.1,1.08
1984Q2,31.609,34.021,10.1,7.776,9.083,8.59,8.684000000000001,1.935,11.31,14.405000000000001,20.311,11.495000000000001,10.265,17.708000000000002,21.881,6.416,1.711,2.232,14.491,9.121,9.946,2.815,9.128,2.757,11.773,31.031000000000002,13.925,8.185,1.968,3.7720000000000002,9.296,5.019,4.194,7.009,20.830000000000002,22.791,11.777000000000001,3.044,7.97,29.521,1.72,2.719,2.257,5.417,0.5,3.5580000000000003,3.2560000000000002,2.823,120.008,91.434,22.228,6.346,25.216,40.024,0.401,3.97,6.719,9.673,3.49,4.42,2.482,5.936,6.039,16.045,0.0,0.298,2.841,3.962,8.048,2.608,2.1,1.08
1984Q3,31.609,34.021,10.1,7.776,9.083,8.59,8.684000000000001,1.935,11.31,14.405000000000001,20.311,11.495000000000001,10.265,17.708000000000002,21.881,6.416,1.711,2.232,14.491,9.121,9.946,2.815,9.128,2.757,11.773,31.031000000000002,13.925,8.185,1.968,3.7720000000000002,9.296,5.019,4.194,7.009,20.830000000000002,22.791,11.777000000000001,3.044,7.97,29.521,1.72,2.719,2.257,5.417,0.5,3.5580000000000003,3.2560000000000002,2.823,120.008,91.434,22.228,6.346,25.216,40.024,0.401,3.97,6.719,9.673,3.49,4.42,2.482,5.936,6.039,16.045,0.0,0.298,2.841,3.962,8.048,2.608,2.1,1.08
1984Q4,31.609,34.021,10.1,7.776,9.083,8.59,8.684000000000001,1.935,11.31,14.405000000000001,20.311,11.495000000000001,10.265,17.708000000000002,21.881,6.416,1.711,2.232,14.491,9.121,9.946,2.815,9.128,2.757,11.773,31.031000000000002,13.925,8.185,1.968,3.7720000000000002,9.296,5.019,4.194,7.009,20.830000000000002,22.791,11.777000000000001,3.044,7.97,29.521,1.72,2.719,2.257,5.417,0.5,3.5580000000000003,3.2560000000000002,2.823,120.008,91.434,22.228,6.346,25.216,40.024,0.401,3.97,6.719,9.673,3.49,4.42,2.482,5.936,6.039,16.045,0.0,0.298,2.841,3.962,8.048,2.608,2.1,1.08
1985Q1,33.734,36.994,10.414,8.308,8.791,8.346,8.626,2.182,12.456,15.789,21.868000000000002,11.548,11.631,20.108,19.808,6.9350000000000005,1.294,1.988,15.668000000000001,7.3020000000000005,10.908,2.466,9.937,2.944,12.487,37.955,13.875,7.471,1.796,4.6080000000000005,11.729000000000001,6.333,5.291,8.82,24.064,27.471,15.526,3.686,8.259,26.212,1.667,3.096,2.677,6.656000000000001,0.596,4.107,2.2560000000000002,3.958,120.7,91.28,23.31,6.11,30.141000000000002,43.814,0.366,4.888,7.686,11.188,3.67,4.627,2.98,6.7330000000000005,6.8950000000000005,17.330000000000002,0.0,0.337,3.078,3.7640000000000002,8.768,2.827,2.016,1.186
1985Q2,33.734,36.994,10.414,8.308,8.791,8.346,8.626,2.182,12.456,15.789,21.868000000000002,11.548,11.631,20.108,19.808,6.9350000000000005,1.294,1.988,15.668000000000001,7.3020000000000005,10.908,2.466,9.937,2.944,12.487,37.955,13.875,7.471,1.796,4.6080000000000005,11.729000000000001,6.333,5.291,8.82,24.064,27.471,15.526,3.686,8.259,26.212,1.667,3.096,2.677,6.656000000000001,0.596,4.107,2.2560000000000002,3.958,120.7,91.28,23.31,6.11,30.141000000000002,43.814,0.366,4.888,7.686,11.188,3.67,4.627,2.98,6.7330000000000005,6.8950000000000005,17.330000000000002,0.0,0.337,3.078,3.7640000000000002,8.768,2.827,2.016,1.186
1985Q3,33.734,36.994,10.414,8.308,8.791,8.346,8.626,2.182,12.456,15.789,21.868000000000002,11.548,11.631,20.108,19.808,6.9350000000000005,1.294,1.988,15.668000000000001,7.3020000000000005,10.908,2.466,9.937,2.944,12.487,37.955,13.875,7.471,1.796,4.6080000000000005,11.729000000000001,6.333,5.291,8.82,24.064,27.471,15.526,3.686,8.259,26.212,1.667,3.096,2.677,6.656000000000001,0.596,4.107,2.2560000000000002,3.958,120.7,91.28,23.31,6.11,30.141000000000002,43.814,0.366,4.888,7.686,11.188,3.67,4.627,2.98,6.7330000000000005,6.8950000000000005,17.330000000000002,0.0,0.337,3.078,3.7640000000000002,8.768,2.827,2.016,1.186
1985Q4,33.734,36.994,10.414,8.308,8.791,8.346,8.626,2.182,12.456,15.789,21.868000000000002,11.548,11.631,20.108,19.808,6.9350000000000005,1.294,1.988,15.668000000000001,7.3020000000000005,10.908,2.466,9.937,2.944,12.487,37.955,13.875,7.471,1.796,4.6080000000000005,11.729000000000001,6.333,5.291,8.82,24.064,27.471,15.526,3.686,8.259,26.212,1.667,3.096,2.677,6.656000000000001,0.596,4.107,2.2560000000000002,3.958,120.7,91.28,23.31,6.11,30.141000000000002,43.814,0.366,4.888,7.686,11.188,3.67,4.627,2.98,6.7330000000000005,6.8950000000000005,17.330000000000002,0.0,0.337,3.078,3.7640000000000002,8.768,2.827,2.016,1.186
1986Q1,33.410000000000004,39.06,11.115,8.645,9.254,9.663,7.9750000000000005,1.868,13.103,17.118000000000002,24.178,11.173,10.242,17.851,18.48,8.644,1.476,1.749,16.692,6.814,10.807,1.317,10.188,3.111,13.563,34.813,13.342,7.362,1.77,4.21,11.878,6.413,5.3580000000000005,8.892,20.898,27.558,15.114,3.475,8.969,14.57,1.063,3.471,3.23,6.347,0.583,2.946,2.1390000000000002,3.362,138.183,107.593,25.265,5.325,36.753,53.954,0.423,5.264,8.607,11.743,3.856,4.569,3.539,7.823,7.447,16.728,0.0,0.373,3.6270000000000002,4.811,9.777000000000001,3.02,2.435,1.336
1986Q2,33.410000000000004,39.06,11.115,8.645,9.254,9.663,7.9750000000000005,1.868,13.103,17.118000000000002,24.178,11.173,10.242,17.851,18.48,8.644,1.476,1.749,16.692,6.814,10.807,1.317,10.188,3.111,13.563,34.813,13.342,7.362,1.77,4.21,11.878,6.413,5.3580000000000005,8.892,20.898,27.558,15.114,3.475,8.969,14.57,1.063,3.471,3.23,6.347,0.583,2.946,2.1390000000000002,3.362,138.183,107.593,25.265,5.325,36.753,53.954,0.423,5.264,8.607,11.743,3.856,4.569,3.539,7.823,7.447,16.728,0.0,0.373,3.6270000000000002,4.811,9.777000000000001,3.02,2.435,1.336
1986Q3,33.410000000000004,39.06,11.115,8.645,9.254,9.663,7.9750000000000005,1.868,13.103,17.118000000000002,24.178,11.173,10.242,17.851,18.48,8.644,1.476,1.749,16.692,6.814,10.807,1.317,10.188,3.111,13.563,34.813,13.342,7.362,1.77,4.21,11.878,6.413,5.3580000000000005,8.892,20.898,27.558,15.114,3.475,8.969,14.57,1.063,3.471,3.23,6.347,0.583,2.946,2.1390000000000002,3.362,138.183,107.593,25.265,5.325,36.753,53.954,0.423,5.264,8.607,11.743,3.856,4.569,3.539,7.823,7.447,16.728,0.0,0.373,3.6270000000000002,4.811,9.777000000000001,3.02,2.435,1.336
1986Q4,33.410000000000004,39.06,11.115,8.645,9.254,9.663,7.9750000000000005,1.868,13.103,17.118000000000002,24.178,11.173,10.242,17.851,18.48,8.644,1.476,1.749,16.692,6.814,10.807,1.317,10.188,3.111,13.563,34.813,13.342,7.362,1.77,4.21,11.878,6.413,5.3580000000000005,8.892,20.898,27.558,15.114,3.475,8.969,14.57,1.063,3.471,3.23,6.347,0.583,2.946,2.1390000000000002,3.362,138.183,107.593,25.265,5.325,36.753,53.954,0.423,5.264,8.607,11.743,3.856,4.569,3.539,7.823,7.447,16.728,0.0,0.373,3.6270000000000002,4.811,9.777000000000001,3.02,2.435,1.336
1987Q1,35.762,39.249,12.4,8.853,9.658,6.271,7.132000000000001,2.509,12.468,18.731,23.59,12.282,10.319,18.072,16.342,9.327,1.825,1.362,18.387,6.63,10.237,1.231,11.21,3.246,14.752,32.393,13.822000000000001,8.003,1.924,3.895,12.573,6.789,5.672,9.391,21.114,27.947,15.196,3.557,9.194,12.21,0.801,3.715,4.7,6.921,0.629,2.512,2.605,3.853,145.67600000000002,119.992,20.396,5.288,39.578,58.099000000000004,0.632,5.853,9.526,13.616,5.149,4.681,4.5040000000000004,7.8020000000000005,7.63,15.93,0.47500000000000003,0.419,4.0840000000000005,4.932,9.266,3.299,2.965,1.418
1987Q2,35.762,39.249,12.4,8.853,9.658,6.271,7.132000000000001,2.509,12.468,18.731,23.59,12.282,10.319,18.072,16.342,9.327,1.825,1.362,18.387,6.63,10.237,1.231,11.21,3.246,14.752,32.393,13.822000000000001,8.003,1.924,3.895,12.573,6.789,5.672,9.391,21.114,27.947,15.196,3.557,9.194,12.21,0.801,3.715,4.7,6.921,0.629,2.512,2.605,3.853,145.67600000000002,119.992,20.396,5.288,39.578,58.099000000000004,0.632,5.853,9.526,13.616,5.149,4.681,4.5040000000000004,7.8020000000000005,7.63,15.93,0.47500000000000003,0.419,4.0840000000000005,4.932,9.266,3.299,2.965,1.418
1987Q3,35.762,39.249,12.4,8.853,9.658,6.271,7.132000000000001,2.509,12.468,18.731,23.59,12.282,10.319,18.072,16.342,9.327,1.825,1.362,18.387,6.63,10.237,1.231,11.21,3.246,14.752,32.393,13.822000000000001,8.003,1.924,3.895,12.573,6.789,5.672,9.391,21.114,27.947,15.196,3.557,9.194,12.21,0.801,3.715,4.7,6.921,0.629,2.512,2.605,3.853,145.67600000000002,119.992,20.396,5.288,39.578,58.099000000000004,0.632,5.853,9.526,13.616,5.149,4.681,4.5040000000000004,7.8020000000000005,7.63,15.93,0.47500000000000003,0.419,4.0840000000000005,4.932,9.266,3.299,2.965,1.418
1987Q4,35.762,39.249,12.4,8.853,9.658,6.271,7.132000000000001,2.509,12.468,18.731,23.59,12.282,10.319,18.072,16.342,9.327,1.825,1.362,18.387,6.63,10.237,1.231,11.21,3.246,14.752,32.393,13.822000000000001,8.003,1.924,3.895,12.573,6.789,5.672,9.391,21.114,27.947,15.196,3.557,9.194,12.21,0.801,3.715,4.7,6.921,0.629,2.512,2.605,3.853,145.67600000000002,119.992,20.396,5.288,39.578,58.099000000000004,0.632,5.853,9.526,13.616,5.149,4.681,4.5040000000000004,7.8020000000000005,7.63,15.93,0.47500000000000003,0.419,4.0840000000000005,4.932,9.266,3.299,2.965,1.418
1988Q1,37.956,43.739000000000004,13.525,9.208,10.717,5.611,7.958,2.719,13.878,20.863,26.013,12.751,11.547,17.145,22.206,9.984,1.602,2.202,18.751,8.993,10.272,1.532,11.734,3.604,16.043,34.137,15.729000000000001,9.373,2.253,4.103,13.247,7.1530000000000005,5.976,9.904,23.115000000000002,24.234,10.645,4.033,9.556000000000001,14.827,0.857,3.9490000000000003,3.7760000000000002,7.539000000000001,0.721,2.464,2.392,3.255,146.647,123.449,17.978,5.22,42.12,60.767,0.605,7.609,11.447000000000001,14.275,5.965,5.1770000000000005,4.67,8.39,7.516,16.776,0.501,0.464,4.825,5.118,9.8,3.583,3.001,1.491
1988Q2,37.956,43.739000000000004,13.525,9.208,10.717,5.611,7.958,2.719,13.878,20.863,26.013,12.751,11.547,17.145,22.206,9.984,1.602,2.202,18.751,8.993,10.272,1.532,11.734,3.604,16.043,34.137,15.729000000000001,9.373,2.253,4.103,13.247,7.1530000000000005,5.976,9.904,23.115000000000002,24.234,10.645,4.033,9.556000000000001,14.827,0.857,3.9490000000000003,3.7760000000000002,7.539000000000001,0.721,2.464,2.392,3.255,146.647,123.449,17.978,5.22,42.12,60.767,0.605,7.609,11.447000000000001,14.275,5.965,5.1770000000000005,4.67,8.39,7.516,16.776,0.501,0.464,4.825,5.118,9.8,3.583,3.001,1.491
1988Q3,37.956,43.739000000000004,13.525,9.208,10.717,5.611,7.958,2.719,13.878,20.863,26.013,12.751,11.547,17.145,22.206,9.984,1.602,2.202,18.751,8.993,10.272,1.532,11.734,3.604,16.043,34.137,15.729000000000001,9.373,2.253,4.103,13.247,7.1530000000000005,5.976,9.904,23.115000000000002,24.234,10.645,4.033,9.556000000000001,14.827,0.857,3.9490000000000003,3.7760000000000002,7.539000000000001,0.721,2.464,2.392,3.255,146.647,123.449,17.978,5.22,42.12,60.767,0.605,7.609,11.447000000000001,14.275,5.965,5.1770000000000005,4.67,8.39,7.516,16.776,0.501,0.464,4.825,5.118,9.8,3.583,3.001,1.491
1988Q4,37.956,43.739000000000004,13.525,9.208,10.717,5.611,7.958,2.719,13.878,20.863,26.013,12.751,11.547,17.145,22.206,9.984,1.602,2.202,18.751,8.993,10.272,1.532,11.734,3.604,16.043,34.137,15.729000000000001,9.373,2.253,4.103,13.247,7.1530000000000005,5.976,9.904,23.115000000000002,24.234,10.645,4.033,9.556000000000001,14.827,0.857,3.9490000000000003,3.7760000000000002,7.539000000000001,0.721,2.464,2.392,3.255,146.647,123.449,17.978,5.22,42.12,60.767,0.605,7.609,11.447000000000001,14.275,5.965,5.1770000000000005,4.67,8.39,7.516,16.776,0.501,0.464,4.825,5.118,9.8,3.583,3.001,1.491
1989Q1,43.093,43.639,14.484,11.732000000000001,11.672,6.098,8.961,3.261,16.693,23.677,27.015,13.718,10.204,17.762,18.612000000000002,8.039,1.485,3.3080000000000003,21.627,11.036,13.178,1.853,12.855,3.604,17.519000000000002,34.46,15.946,9.519,2.2880000000000003,4.139,13.744,7.421,6.2010000000000005,10.266,28.675,25.172,10.83,4.728,9.614,13.879,0.981,4.277,4.2780000000000005,6.848,0.629,2.707,2.5300000000000002,3.634,147.066,123.971,18.002,5.093,41.156,60.993,0.65,10.457,12.971,17.167,6.8420000000000005,5.519,4.705,9.332,7.24,18.901,0.784,0.515,5.106,6.228,10.362,3.999,3.343,1.478
1989Q2,43.093,43.639,14.484,11.732000000000001,11.672,6.098,8.961,3.261,16.693,23.677,27.015,13.718,10.204,17.762,18.612000000000002,8.039,1.485,3.3080000000000003,21.627,11.036,13.178,1.853,12.855,3.604,17.519000000000002,34.46,15.946,9.519,2.2880000000000003,4.139,13.744,7.421,6.2010000000000005,10.266,28.675,25.172,10.83,4.728,9.614,13.879,0.981,4.277,4.2780000000000005,6.848,0.629,2.707,2.5300000000000002,3.634,147.066,123.971,18.002,5.093,41.156,60.993,0.65,10.457,12.971,17.167,6.8420000000000005,5.519,4.705,9.332,7.24,18.901,0.784,0.515,5.106,6.228,10.362,3.999,3.343,1.478
