Computers and peripheral equipment,Communication equipment,Medical equipment and instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Fabricated metal products,Engines and turbines,Metalworking machinery,"Special industry machinery, n.e.c.","General industrial, including materials handling, equipment","Electrical transmission, distribution, and industrial apparatus",Light trucks (including utility vehicles),"Other trucks, buses, and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Furniture and fixtures,Agricultural machinery,Construction machinery,Mining and oilfield machinery,Service industry machinery,"Electrical equipment, n.e.c.",Other nonresidential equipment,Office,Health care,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Other commercial,Manufacturing,Power and communication,Electric,Other power,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Amusement and recreation,Air,Land,Farm,Other (L66),Housing units,1 to 4 unit,5-or more-unit,Manufactured homes,Brokers' commissions and other ownership transfer costs,Improvements,Other residential,Prepackaged,Custom,Own account,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, excluding pharmaceutical and medicine",Semiconductor and other electronic component manufacturing,"Motor vehicles, bodies and trailers, and parts manufacturing",Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other (L103)
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
